pair,stem_width,stem_height,first_flower_day,fruits_number,fruit_length,fruit_diameter,fruit_weight,seeds_number,yield
ind_26_ind_84,0.7792,0.5433,0.6226,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_85,0.8831,0.5984,0.7736,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_86,0.8649,0.6063,0.9057,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_87,0.9662,0.7913,0.9057,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_88,0.9039,0.748,0.7547,0.9864,0.2682,0.8644,0.6285,0.274,0.5527
ind_26_ind_89,0.826,0.626,0.7925,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_90,0.9091,0.8386,0.6415,0.9888,0.3288,0.8441,0.6745,0.274,0.9183
ind_26_ind_91,0.8701,0.7559,0.9434,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_92,0.7896,0.6339,0.717,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_93,0.9273,0.7795,0.9057,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_94,0.8805,0.689,0.9811,0.9872,0.2635,0.9559,0.5196,0.2647,0.5497
ind_26_ind_95,0.9299,0.6535,0.7736,0.9856,0.2619,0.7492,0.4719,0.1176,0.5367
ind_26_ind_96,0.8364,0.6378,0.5283,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_97,0.8779,0.6378,0.7736,0.9976,0.2718,0.8339,0.4927,0.1176,0.6046
ind_26_ind_98,0.8961,0.6354,0.9623,0.9872,0.2833,0.8949,0.5099,0.1855,0.5485
ind_26_ind_99,0.9429,0.7362,0.9434,0.9856,0.2698,0.8949,0.5126,0.2138,0.5383
ind_26_ind_100,0.9506,0.752,0.7736,0.9864,0.2714,0.7356,0.4719,0.2138,0.5403
ind_26_ind_101,0.9429,0.7598,0.8679,0.9896,0.2456,0.7966,0.4798,0.3552,0.5568
ind_26_ind_102,0.8753,0.7402,0.7736,0.992,0.2884,0.9898,0.5418,0.274,0.5908
ind_26_ind_103,0.8052,0.5512,0.9245,0.988,0.2512,0.8237,0.4804,0.1346,0.549
ind_26_ind_104,0.9792,0.7087,0.8491,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_105,0.8208,0.6614,0.7925,0.9864,0.2952,0.9932,0.5727,0.4118,0.5483
ind_26_ind_106,0.9532,0.6378,0.717,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_107,0.9143,0.5787,0.9057,0.9856,0.2991,0.9966,0.5993,0.3891,0.5417
ind_26_ind_108,0.8779,0.6181,0.8679,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_109,0.7455,0.5433,0.9434,0.988,0.2429,0.9153,0.5462,0.3835,0.5594
ind_26_ind_110,0.8831,0.5984,0.6415,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_111,0.7481,0.5039,0.8679,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_112,0.9429,0.7087,0.9057,0.9848,0.2694,0.9153,0.5258,0.274,0.533
ind_26_ind_113,0.8182,0.5394,0.7736,0.9928,0.2536,0.8949,0.4984,0.259,0.58
ind_26_ind_114,0.7273,0.3858,0.8679,0.9856,0.2928,0.9831,0.5462,0.2986,0.5396
ind_27_ind_28,0.8701,0.9055,0.9623,0.9872,0.9628,0.878,0.9291,0.9654,0.4519
ind_27_ind_29,1.0,0.9921,0.9245,0.9944,0.9897,0.9017,0.9503,0.8485,0.8033
ind_27_ind_30,0.7688,1.0,0.9434,0.9888,0.9057,0.9932,0.9397,0.9158,0.6079
ind_27_ind_31,0.9377,0.9213,1.0,0.9912,0.9651,0.9356,0.9374,0.9314,0.6947
ind_27_ind_32,0.961,0.874,0.7925,0.9928,0.9905,0.9525,0.8954,0.9686,0.7715
ind_27_ind_33,0.9013,0.8898,0.9791,0.9872,0.8744,0.8712,0.7698,0.8843,0.332
ind_27_ind_34,0.9844,0.8976,0.9811,0.9984,0.8776,0.8542,0.9483,0.7391,0.9484
ind_27_ind_35,0.9688,0.8189,0.9434,0.9968,0.9849,0.9864,0.8954,0.9955,0.8473
ind_27_ind_36,0.9013,0.9528,0.9623,0.9896,0.8617,0.8678,0.8424,0.89,0.4981
ind_27_ind_37,0.9532,0.7402,0.9434,0.9944,0.9758,0.939,0.9618,0.8498,0.7988
ind_27_ind_38,0.9948,0.9134,0.9623,0.9904,0.8071,0.9424,0.8914,0.7179,0.5645
ind_27_ind_39,0.7974,0.811,0.9434,0.9904,0.975,0.9763,0.9724,0.9385,0.6455
ind_27_ind_40,0.8156,0.811,1.0,0.9856,0.832,0.939,0.7734,0.8108,0.2549
ind_27_ind_41,0.4623,0.7795,0.8379,0.4641,0.2231,0.3254,0.2424,0.3537,0.4942
ind_27_ind_42,0.9273,0.7874,0.7925,0.373,0.2207,0.2881,0.2389,0.3537,0.5006
ind_27_ind_43,0.6753,0.8031,0.8491,0.373,0.2357,0.3153,0.2396,0.3537,0.4806
ind_27_ind_44,0.7766,0.8583,0.8868,0.6733,0.2227,0.3017,0.238,0.3537,0.799
ind_27_ind_45,0.587,0.6535,0.717,0.9265,0.2171,0.2847,0.235,0.3537,0.9642
ind_27_ind_46,0.4234,0.748,0.9623,0.4313,0.2155,0.2949,0.2378,0.3537,0.5881
ind_27_ind_47,0.5636,0.6614,0.8491,0.2228,0.2258,0.2847,0.2383,0.288,0.3814
ind_27_ind_48,0.3039,0.8976,0.8491,0.5551,0.2195,0.3288,0.2371,0.3774,0.712
ind_27_ind_49,0.8208,1.0,0.9434,0.5415,0.2246,0.3085,0.239,0.3525,0.6545
ind_27_ind_50,0.626,0.811,0.8868,0.7532,0.2334,0.2746,0.2351,0.2609,0.9052
ind_27_ind_51,0.7039,0.7165,0.8379,0.8858,0.2211,0.2949,0.2387,0.3661,0.9844
ind_27_ind_52,0.5065,0.8425,0.6604,0.6877,0.2147,0.3051,0.2401,0.3548,0.7771
ind_27_ind_53,0.7455,0.5669,0.9623,0.5455,0.2223,0.2407,0.2358,0.3378,0.7313
ind_27_ind_54,0.6909,0.937,0.6981,0.6821,0.2239,0.3119,0.2401,0.4034,0.7712
ind_27_ind_55,0.574,0.9134,0.6792,0.4944,0.2187,0.2881,0.2351,0.3537,0.7082
ind_27_ind_56,0.1922,0.9843,0.8491,0.7244,0.2258,0.278,0.2378,0.3683,0.8473
ind_27_ind_57,0.7766,0.7874,0.8868,0.3706,0.2219,0.2881,0.2367,0.3537,0.5671
ind_27_ind_58,0.3818,0.7402,0.8113,0.5935,0.2175,0.2949,0.2381,0.3537,0.7215
ind_27_ind_59,0.5558,0.9291,0.7925,0.0024,0.2377,0.2847,0.2401,0.3537,0.0927
ind_27_ind_60,0.9792,0.9213,0.8379,0.8578,0.2302,0.3051,0.2404,0.3537,0.9459
ind_27_ind_61,0.5844,0.5984,0.8379,0.885,0.206,0.2915,0.2314,0.3537,0.9745
ind_27_ind_62,0.9896,0.8346,0.7736,0.5543,0.2314,0.3186,0.2419,0.3537,0.6047
ind_27_ind_63,0.5481,0.8583,0.8379,0.9712,0.2211,0.2949,0.2373,0.3537,0.9341
ind_27_ind_64,0.9117,0.7638,0.6981,0.7444,0.2211,0.2949,0.2373,0.3537,0.8708
ind_27_ind_65,0.3247,0.685,0.8379,0.9081,0.2262,0.3254,0.2335,0.3537,0.971
ind_27_ind_66,0.5377,0.4567,0.9057,0.3163,0.231,0.3085,0.2397,0.3537,0.4195
ind_27_ind_67,0.8078,0.9055,0.9811,0.6422,0.212,0.261,0.2346,0.3537,0.8305
ind_27_ind_68,0.7221,0.748,0.6981,0.8123,0.2139,0.2814,0.2371,0.3593,0.9303
ind_27_ind_69,0.7558,0.937,0.8379,0.9992,0.1929,0.2881,0.2302,0.3468,0.9081
ind_27_ind_70,0.6,1.0,0.8868,0.5679,0.2258,0.2949,0.2364,0.3672,0.7368
ind_27_ind_71,0.8805,0.9843,0.8491,0.3578,0.2199,0.278,0.2358,0.3706,0.5849
ind_27_ind_72,0.9091,0.9213,0.8113,0.3706,0.2159,0.2712,0.2351,0.3887,0.6176
ind_27_ind_73,0.6364,0.9291,0.9057,0.7069,0.229,0.3186,0.2385,0.3638,0.8208
ind_27_ind_74,0.8078,0.8346,0.8379,0.0447,0.2124,0.2983,0.2344,0.3537,0.4021
ind_27_ind_75,0.3792,0.9528,0.9811,0.5455,0.2227,0.2983,0.2389,0.3537,0.6619
ind_27_ind_76,0.6571,0.6693,0.7736,0.4577,0.2227,0.2678,0.2374,0.3537,0.6175
ind_27_ind_77,0.413,0.9843,0.9434,0.2995,0.2025,0.2881,0.2387,0.3537,0.4394
ind_27_ind_78,0.6234,0.9843,0.8113,0.5232,0.2183,0.3186,0.2385,0.3537,0.6494
ind_27_ind_79,0.9377,0.578,0.5849,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_80,0.9169,0.7126,0.8302,0.9912,0.2437,0.8542,0.3358,0.3672,0.9716
ind_27_ind_81,0.9896,0.7953,0.9057,0.9992,0.2032,0.8169,0.308,0.4068,0.9212
ind_27_ind_82,0.8182,0.8425,0.9623,0.9992,0.2112,0.6949,0.2903,0.5369,0.9184
ind_27_ind_83,0.8727,0.7323,0.8679,0.9992,0.2437,0.9254,0.3977,0.7518,0.9213
ind_27_ind_84,0.9039,0.5906,0.3019,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_85,0.9922,0.6457,0.9057,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_86,0.9896,0.6535,0.5849,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_87,0.9091,0.8386,0.5849,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_88,0.7792,0.7953,0.9245,0.9992,0.2433,0.9017,0.4685,0.4613,0.927
ind_27_ind_89,0.9506,0.6732,0.4717,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_90,0.7844,0.8858,0.9623,0.976,0.3039,0.8814,0.5145,0.4613,0.7075
ind_27_ind_91,0.9948,0.8031,0.7358,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_92,0.9143,0.6811,0.9623,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_93,0.9481,0.8268,0.5849,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_94,0.9948,0.7362,0.6981,1.0,0.2385,0.9186,0.3597,0.452,0.9239
ind_27_ind_95,0.9455,0.7008,0.4528,0.9984,0.2369,0.7119,0.3119,0.305,0.9109
ind_27_ind_96,0.961,0.685,0.2075,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_97,0.9974,0.685,0.9057,0.9896,0.2468,0.7966,0.3328,0.305,0.9788
ind_27_ind_98,0.9792,0.6827,0.6415,1.0,0.2583,0.8576,0.35,0.3729,0.9227
ind_27_ind_99,0.9325,0.7835,0.6226,0.9984,0.2448,0.8576,0.3526,0.4011,0.9125
ind_27_ind_100,0.9247,0.7992,0.9057,0.9992,0.2464,0.6983,0.3119,0.4011,0.9145
ind_27_ind_101,0.9325,0.8071,0.8113,0.9976,0.2207,0.7593,0.3199,0.5425,0.931
ind_27_ind_102,1.0,0.7874,0.9057,0.9952,0.2635,0.9525,0.3818,0.4613,0.965
ind_27_ind_103,0.9299,0.5984,0.7547,0.9992,0.2262,0.7864,0.3204,0.3219,0.9232
ind_27_ind_104,0.8961,0.7559,0.5283,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_105,0.9455,0.7087,0.8868,0.9992,0.2702,0.9559,0.4128,0.5991,0.9225
ind_27_ind_106,0.9221,0.685,0.3962,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_107,0.961,0.626,0.7736,0.9984,0.2742,0.9593,0.4393,0.5765,0.9159
ind_27_ind_108,0.9974,0.6654,0.5472,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_109,0.8701,0.5906,0.7358,0.9992,0.2179,0.9525,0.3862,0.5708,0.9336
ind_27_ind_110,0.9922,0.6457,0.3208,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_111,0.8727,0.5512,0.8113,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_112,0.9325,0.7559,0.5849,0.9976,0.2445,0.878,0.3659,0.4613,0.9073
ind_27_ind_113,0.9429,0.5866,0.9057,0.9944,0.2286,0.8576,0.3385,0.4464,0.9542
ind_27_ind_114,0.8519,0.4331,0.5472,0.9984,0.2678,0.9458,0.3862,0.486,0.9138
ind_28_ind_29,0.8701,0.9134,0.9623,0.9928,0.9525,0.7797,0.8793,0.8831,0.6486
ind_28_ind_30,0.8987,0.9055,0.9057,0.9984,0.8685,0.8712,0.8687,0.8812,0.844
ind_28_ind_31,0.9325,0.9843,0.9623,0.996,0.9279,0.8136,0.8664,0.9661,0.7572
ind_28_ind_32,0.9091,0.9685,0.7547,0.9944,0.9723,0.8305,0.8245,0.934,0.6804
ind_28_ind_33,0.9688,0.9843,0.9413,1.0,0.9116,0.9932,0.8408,0.9189,0.8801
ind_28_ind_34,0.8545,0.9921,0.9811,0.9888,0.8403,0.9763,0.8774,0.7738,0.5035
ind_28_ind_35,0.839,0.9134,0.9057,0.9904,0.9477,0.8915,0.9664,0.9699,0.6046
ind_28_ind_36,0.9688,0.9528,1.0,0.9976,0.899,0.9898,0.9133,0.9246,0.9538
ind_28_ind_37,0.9169,0.8346,0.9057,0.9928,0.9386,0.8169,0.8908,0.8152,0.6532
ind_28_ind_38,0.8649,0.9921,0.9245,0.9968,0.8443,0.8203,0.9623,0.6833,0.8874
ind_28_ind_39,0.9273,0.7165,0.9057,0.9968,0.9378,0.8542,0.9015,0.9038,0.8065
ind_28_ind_40,0.9455,0.7165,0.9623,0.9984,0.8693,0.939,0.8443,0.8454,0.803
ind_28_ind_41,0.5922,0.685,0.8757,0.4768,0.1858,0.2034,0.1714,0.3191,0.9577
ind_28_ind_42,0.9429,0.6929,0.8302,0.3858,0.1834,0.1661,0.1679,0.3191,0.9513
ind_28_ind_43,0.8052,0.7087,0.8868,0.3858,0.1985,0.1932,0.1686,0.3191,0.9713
ind_28_ind_44,0.9065,0.9528,0.9245,0.6861,0.1854,0.1797,0.167,0.3191,0.653
ind_28_ind_45,0.7169,0.748,0.7547,0.9393,0.1799,0.1627,0.164,0.3191,0.4161
ind_28_ind_46,0.5532,0.6535,1.0,0.4441,0.1783,0.1729,0.1668,0.3191,0.8638
ind_28_ind_47,0.6935,0.5669,0.8868,0.2356,0.1886,0.1627,0.1674,0.2534,0.9295
ind_28_ind_48,0.4338,0.8031,0.8868,0.5679,0.1823,0.2068,0.1661,0.3428,0.74
ind_28_ind_49,0.9506,0.9055,0.9811,0.5543,0.1874,0.1864,0.1681,0.3179,0.7974
ind_28_ind_50,0.7558,0.7165,0.9245,0.766,0.1961,0.1525,0.1642,0.2262,0.5468
ind_28_ind_51,0.8338,0.622,0.8757,0.8986,0.1838,0.1729,0.1677,0.3314,0.4675
ind_28_ind_52,0.6364,0.748,0.6981,0.7005,0.1775,0.1831,0.1691,0.3201,0.6749
ind_28_ind_53,0.8753,0.4724,1.0,0.5583,0.185,0.1186,0.1649,0.3032,0.7206
ind_28_ind_54,0.8208,0.8425,0.7358,0.6949,0.1866,0.1898,0.1691,0.3688,0.6807
ind_28_ind_55,0.7039,0.8189,0.717,0.5072,0.1815,0.1661,0.1642,0.3191,0.7437
ind_28_ind_56,0.3221,0.9213,0.8868,0.7372,0.1886,0.1559,0.1668,0.3337,0.6046
ind_28_ind_57,0.9065,0.6929,0.9245,0.3834,0.1846,0.1661,0.1658,0.3191,0.8849
ind_28_ind_58,0.5117,0.6457,0.8491,0.6062,0.1803,0.1729,0.1672,0.3191,0.7304
ind_28_ind_59,0.6857,0.9764,0.8302,0.0152,0.2005,0.1627,0.1691,0.3191,0.6408
ind_28_ind_60,0.8494,0.8268,0.8757,0.8706,0.1929,0.1831,0.1695,0.3191,0.506
ind_28_ind_61,0.7143,0.5039,0.8757,0.8978,0.1688,0.1695,0.1605,0.3191,0.4264
ind_28_ind_62,0.8805,0.7402,0.8113,0.5671,0.1941,0.1966,0.1709,0.3191,0.8473
ind_28_ind_63,0.6779,0.9528,0.8757,0.984,0.1838,0.1729,0.1663,0.3191,0.386
ind_28_ind_64,0.9584,0.6693,0.7358,0.7572,0.1838,0.1729,0.1663,0.3191,0.5811
ind_28_ind_65,0.4545,0.5906,0.8757,0.9209,0.189,0.2034,0.1626,0.3191,0.423
ind_28_ind_66,0.6675,0.5512,0.9434,0.3291,0.1937,0.1864,0.1688,0.3191,0.9675
ind_28_ind_67,0.6779,0.811,0.9811,0.655,0.1747,0.139,0.1637,0.3191,0.6215
ind_28_ind_68,0.8519,0.6535,0.7358,0.8251,0.1767,0.1593,0.1661,0.3247,0.5216
ind_28_ind_69,0.8857,0.8425,0.8757,0.9864,0.1557,0.1661,0.1592,0.3122,0.36
ind_28_ind_70,0.7299,0.9055,0.9245,0.5807,0.1886,0.1729,0.1654,0.3326,0.7151
ind_28_ind_71,0.9896,0.8898,0.8868,0.3706,0.1826,0.1559,0.1649,0.336,0.867
ind_28_ind_72,0.961,0.8268,0.8491,0.3834,0.1787,0.1492,0.1642,0.3541,0.8343
ind_28_ind_73,0.7662,0.9764,0.9434,0.7196,0.1918,0.1966,0.1676,0.3292,0.6311
ind_28_ind_74,0.9377,0.7402,0.8757,0.0575,0.1751,0.1763,0.1635,0.3191,0.9502
ind_28_ind_75,0.5091,0.8583,0.9811,0.5583,0.1854,0.1763,0.1679,0.3191,0.79
ind_28_ind_76,0.787,0.5748,0.8113,0.4704,0.1854,0.1458,0.1665,0.3191,0.8345
ind_28_ind_77,0.5429,0.8898,0.9811,0.3123,0.1652,0.1661,0.1677,0.3191,0.9875
ind_28_ind_78,0.7532,0.8898,0.8491,0.5359,0.1811,0.1966,0.1676,0.3191,0.8026
ind_28_ind_79,0.8078,0.6724,0.6226,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_80,0.9532,0.8071,0.8679,0.996,0.2064,0.7322,0.2649,0.3326,0.4235
ind_28_ind_81,0.8597,0.8898,0.9434,0.988,0.166,0.6949,0.2371,0.3722,0.3731
ind_28_ind_82,0.9481,0.937,0.9245,0.988,0.1739,0.5729,0.2194,0.5023,0.3703
ind_28_ind_83,0.9974,0.8268,0.9057,0.9864,0.2064,0.8034,0.3268,0.7172,0.3733
ind_28_ind_84,0.774,0.685,0.3396,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_85,0.8779,0.7402,0.9434,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_86,0.8597,0.748,0.6226,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_87,0.961,0.9331,0.6226,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_88,0.9091,0.8898,0.9623,0.9864,0.206,0.9763,0.3976,0.4267,0.3789
ind_28_ind_89,0.8208,0.7677,0.5094,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_90,0.9143,0.9803,0.9245,0.9888,0.2666,0.9966,0.4436,0.4267,0.7445
ind_28_ind_91,0.8649,0.8976,0.7736,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_92,0.7844,0.7756,1.0,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_93,0.9221,0.9213,0.6226,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_94,0.8753,0.8307,0.7358,0.9872,0.2013,0.7966,0.2887,0.4174,0.3758
ind_28_ind_95,0.9247,0.7953,0.4906,0.9856,0.1997,0.5898,0.241,0.2704,0.3628
ind_28_ind_96,0.8312,0.7795,0.2453,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_97,0.8727,0.7795,0.9434,0.9976,0.2096,0.6746,0.2619,0.2704,0.4307
ind_28_ind_98,0.8909,0.7772,0.6792,0.9872,0.2211,0.7356,0.279,0.3382,0.3746
ind_28_ind_99,0.9377,0.878,0.6604,0.9856,0.2076,0.7356,0.2817,0.3665,0.3644
ind_28_ind_100,0.9455,0.8937,0.9434,0.9864,0.2092,0.5763,0.241,0.3665,0.3665
ind_28_ind_101,0.9377,0.9016,0.8491,0.9896,0.1834,0.6373,0.2489,0.5079,0.383
ind_28_ind_102,0.8701,0.8819,0.9434,0.992,0.2262,0.8305,0.3109,0.4267,0.4169
ind_28_ind_103,0.8,0.6929,0.7925,0.988,0.189,0.6644,0.2495,0.2873,0.3751
ind_28_ind_104,0.974,0.8504,0.566,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_105,0.8156,0.8031,0.9245,0.9864,0.233,0.8339,0.3418,0.5645,0.3745
ind_28_ind_106,0.9481,0.7795,0.434,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_107,0.9091,0.7205,0.8113,0.9856,0.2369,0.8373,0.3684,0.5419,0.3679
ind_28_ind_108,0.8727,0.7598,0.5849,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_109,0.7403,0.685,0.7736,0.988,0.1807,0.9254,0.3153,0.5362,0.3855
ind_28_ind_110,0.8779,0.7402,0.3585,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_111,0.7429,0.6457,0.8491,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_112,0.9377,0.8504,0.6226,0.9848,0.2072,0.7559,0.2949,0.4267,0.3592
ind_28_ind_113,0.813,0.6811,0.9434,0.9928,0.1914,0.7356,0.2675,0.4118,0.4062
ind_28_ind_114,0.7221,0.5276,0.5849,0.9856,0.2306,0.8237,0.3153,0.4514,0.3658
ind_29_ind_30,0.7688,0.9921,0.8679,0.9944,0.916,0.9085,0.9894,0.7643,0.8046
ind_29_ind_31,0.9377,0.9291,0.9245,0.9968,0.9754,0.9661,0.9871,0.917,0.8914
ind_29_ind_32,0.961,0.8819,0.717,0.9984,0.9802,0.9492,0.9452,0.8171,0.9682
ind_29_ind_33,0.9013,0.8976,0.9036,0.9928,0.8641,0.7729,0.7201,0.9641,0.5287
ind_29_ind_34,0.9844,0.9055,0.9434,0.996,0.8879,0.7559,0.9981,0.8907,0.8549
ind_29_ind_35,0.9688,0.8268,0.8679,0.9976,0.9952,0.8881,0.8457,0.8529,0.956
ind_29_ind_36,0.9013,0.9606,0.9623,0.9952,0.8514,0.7695,0.7926,0.9585,0.6948
ind_29_ind_37,0.9532,0.748,0.8679,1.0,0.9861,0.9627,0.9885,0.6983,0.9954
ind_29_ind_38,0.9948,0.9213,0.8868,0.996,0.7968,0.9593,0.8416,0.5663,0.7612
ind_29_ind_39,0.7974,0.8031,0.8679,0.996,0.9853,0.9254,0.9779,0.7869,0.8421
ind_29_ind_40,0.8156,0.8031,0.9245,0.9912,0.8217,0.8407,0.7236,0.9623,0.4516
ind_29_ind_41,0.4623,0.7717,0.9134,0.4696,0.2334,0.4237,0.2921,0.2021,0.6909
ind_29_ind_42,0.9273,0.7795,0.8679,0.3786,0.231,0.3864,0.2886,0.2021,0.6973
ind_29_ind_43,0.6753,0.7953,0.9245,0.3786,0.246,0.4136,0.2893,0.2021,0.6773
ind_29_ind_44,0.7766,0.8661,0.9623,0.6789,0.233,0.4,0.2877,0.2021,0.9956
ind_29_ind_45,0.587,0.6614,0.7925,0.9321,0.2274,0.3831,0.2847,0.2021,0.7675
ind_29_ind_46,0.4234,0.7402,0.9623,0.4369,0.2258,0.3932,0.2875,0.2021,0.7848
ind_29_ind_47,0.5636,0.6535,0.9245,0.2284,0.2361,0.3831,0.288,0.1365,0.5781
ind_29_ind_48,0.3039,0.8898,0.9245,0.5607,0.2298,0.4271,0.2868,0.2258,0.9086
ind_29_ind_49,0.8208,0.9921,0.9811,0.5471,0.2349,0.4068,0.2887,0.201,0.8512
ind_29_ind_50,0.626,0.8031,0.9623,0.7588,0.2437,0.3729,0.2849,0.1093,0.8982
ind_29_ind_51,0.7039,0.7087,0.9134,0.8914,0.2314,0.3932,0.2884,0.2145,0.8189
ind_29_ind_52,0.5065,0.8346,0.7358,0.6933,0.225,0.4034,0.2898,0.2032,0.9737
ind_29_ind_53,0.7455,0.5591,0.9623,0.5511,0.2326,0.339,0.2856,0.1863,0.928
ind_29_ind_54,0.6909,0.9291,0.7736,0.6877,0.2342,0.4102,0.2898,0.2519,0.9679
ind_29_ind_55,0.574,0.9055,0.7547,0.5,0.229,0.3864,0.2849,0.2021,0.9049
ind_29_ind_56,0.1922,0.9921,0.9245,0.73,0.2361,0.3763,0.2875,0.2168,0.956
ind_29_ind_57,0.7766,0.7795,0.9623,0.3762,0.2322,0.3864,0.2864,0.2021,0.7637
ind_29_ind_58,0.3818,0.7323,0.8868,0.599,0.2278,0.3932,0.2879,0.2021,0.9182
ind_29_ind_59,0.5558,0.937,0.8679,0.008,0.248,0.3831,0.2898,0.2021,0.2894
ind_29_ind_60,0.9792,0.9134,0.9134,0.8634,0.2405,0.4034,0.2902,0.2021,0.8574
ind_29_ind_61,0.5844,0.5906,0.9134,0.8906,0.2163,0.3898,0.2811,0.2021,0.7778
ind_29_ind_62,0.9896,0.8268,0.8491,0.5599,0.2417,0.4169,0.2916,0.2021,0.8013
ind_29_ind_63,0.5481,0.8661,0.9134,0.9768,0.2314,0.3932,0.287,0.2021,0.7374
ind_29_ind_64,0.9117,0.7559,0.7736,0.75,0.2314,0.3932,0.287,0.2021,0.9325
ind_29_ind_65,0.3247,0.6772,0.9134,0.9137,0.2365,0.4237,0.2833,0.2021,0.7744
ind_29_ind_66,0.5377,0.4646,0.9811,0.3219,0.2413,0.4068,0.2895,0.2021,0.6161
ind_29_ind_67,0.8078,0.8976,0.9434,0.6478,0.2223,0.3593,0.2843,0.2021,0.9729
ind_29_ind_68,0.7221,0.7402,0.7736,0.8179,0.2242,0.3797,0.2868,0.2077,0.873
ind_29_ind_69,0.7558,0.9291,0.9134,0.9936,0.2032,0.3864,0.2799,0.1953,0.7114
ind_29_ind_70,0.6,0.9921,0.9623,0.5735,0.2361,0.3932,0.2861,0.2157,0.9335
ind_29_ind_71,0.8805,0.9764,0.9245,0.3634,0.2302,0.3763,0.2856,0.2191,0.7816
ind_29_ind_72,0.9091,0.9134,0.8868,0.3762,0.2262,0.3695,0.2849,0.2372,0.8143
ind_29_ind_73,0.6364,0.937,0.9811,0.7125,0.2393,0.4169,0.2882,0.2123,0.9825
ind_29_ind_74,0.8078,0.8268,0.9134,0.0503,0.2227,0.3966,0.2841,0.2021,0.5988
ind_29_ind_75,0.3792,0.9449,0.9434,0.5511,0.233,0.3966,0.2886,0.2021,0.8586
ind_29_ind_76,0.6571,0.6614,0.8491,0.4633,0.233,0.3661,0.2872,0.2021,0.8141
ind_29_ind_77,0.413,0.9764,0.9811,0.3051,0.2128,0.3864,0.2884,0.2021,0.6361
ind_29_ind_78,0.6234,0.9764,0.8868,0.5288,0.2286,0.4169,0.2882,0.2021,0.846
ind_29_ind_79,0.9377,0.5858,0.6604,0.992,0.2548,0.9763,0.4156,0.3098,0.7106
ind_29_ind_80,0.9169,0.7205,0.9057,0.9968,0.254,0.9525,0.3855,0.2157,0.7749
ind_29_ind_81,0.9896,0.8031,0.9811,0.9952,0.2135,0.9153,0.3577,0.2553,0.7245
ind_29_ind_82,0.8182,0.8504,0.8868,0.9952,0.2215,0.7932,0.3401,0.3854,0.7217
